osmid,latitude,longitude
42740414,40.8414331,-73.9286737
42740434,40.842862,-73.893474
42740437,40.842286,-73.892503
42740440,40.841699,-73.891502
42740445,40.840526,-73.889513
42740454,40.840109,-73.888778
42740459,40.8398687,-73.8881546
42740464,40.839641,-73.887543
42740468,40.839279,-73.886598
42740474,40.838793,-73.885345
42740482,40.845642,-73.902097
42740484,40.845241,-73.900888
42740492,40.845123,-73.900521
42740502,40.844422,-73.898392
42740516,40.8473237,-73.9114808
42740532,40.846783,-73.907389
42740535,40.846733,-73.906482
42740539,40.8466907,-73.905591
42740544,40.846644,-73.904687
42740551,40.846602,-73.903805
42740561,40.8432138,-73.8389418
42740591,40.8464214,-73.842946
42740594,40.8463602,-73.8446055
42740602,40.9120307,-73.8999786
42740603,40.91208,-73.900784
42740611,40.9122186,-73.9016891
42740633,40.868698,-73.847999
42740635,40.869354,-73.847994
42740639,40.858702,-73.848337
42740642,40.8609914,-73.848259
42740648,40.8653,-73.848124
42740650,40.866514,-73.848095
42740658,40.901559,-73.868997
42740660,40.90167,-73.867955
42740663,40.901923,-73.865599
42740679,40.902233,-73.843663
42740683,40.902441,-73.842727
42740719,40.9046,-73.852924
42740722,40.904246,-73.852156
42740725,40.903891,-73.851383
42740731,40.903415,-73.8503618
42740742,40.903045,-73.84955
42740745,40.902377,-73.848098
42740754,40.9021305,-73.8476392
42740786,40.813565,-73.808319
42740788,40.8138401,-73.808547
42740791,40.814281,-73.808818
42740794,40.8145257,-73.8089583
42740817,40.814605,-73.809176
42740827,40.814933,-73.809341
42740831,40.815434,-73.809517
42740835,40.8166866,-73.8102036
42740838,40.818287,-73.810976
42740841,40.81906,-73.811358
42740848,40.820493,-73.8118602
42740850,40.8208257,-73.8124203
42740863,40.85699,-73.908967
42740866,40.857604,-73.90844
42740870,40.858195,-73.9079
42740873,40.85879,-73.907359
42740876,40.8593602,-73.9067823
42740878,40.859963,-73.906252
42740893,40.8648738,-73.9025307
42740896,40.8680404,-73.9000171
42740902,40.841176,-73.841049
42740910,40.877929,-73.89965
42740950,40.8782409,-73.9003886
42740957,40.84105,-73.892169
42740961,40.842657,-73.890511
42740972,40.843771,-73.889552
42740977,40.84437,-73.889017
42740980,40.845179,-73.888319
42740985,40.846329,-73.88734
42740989,40.847082,-73.886697
42740992,40.847878,-73.886017
42740995,40.849309,-73.884802
42740998,40.850044,-73.884478
42741002,40.850705,-73.884199
42741009,40.851499,-73.88382
42741014,40.852564,-73.883281
42741018,40.85365,-73.882733
42741030,40.820475,-73.901292
42741038,40.823482,-73.900039
42741043,40.824058,-73.899799
42741047,40.825709,-73.8991037
42741050,40.8263689,-73.898862
42741053,40.8278925,-73.8982058
42741058,40.828522,-73.897945
42741061,40.829423,-73.897569
42741065,40.830994,-73.8969156
42741068,40.8319648,-73.8966918
42741073,40.8335348,-73.8963346
42741087,40.81737,-73.902579
42741091,40.818505,-73.902107
42741101,40.8122946,-73.9044613
42741106,40.814132,-73.903804
42741110,40.815075,-73.90347
42741118,40.873672,-73.87923
42741122,40.872451,-73.878064
42741125,40.871835,-73.877496
42741128,40.871119,-73.876827
42741154,40.874273,-73.884768
42741159,40.873947,-73.8834
42741167,40.8519971,-73.7890298
42741170,40.8524184,-73.7873085
42741177,40.8524634,-73.7871263
42741191,40.8773555,-73.885316
42741195,40.8753799,-73.8861834
42741219,40.871425,-73.8888027
42741228,40.870162,-73.8909815
42741239,40.8678768,-73.8929982
42741254,40.8642296,-73.8957922
42741263,40.8613537,-73.8977326
42741268,40.860337,-73.8982872
42741272,40.8593096,-73.8988444
42741279,40.8574221,-73.8999596
42741281,40.8560496,-73.9007854
42741289,40.8545884,-73.9018779
42741292,40.8535229,-73.9027248
42741300,40.8523078,-73.9037043
42741307,40.849984,-73.9055759
42741314,40.8493534,-73.9061008
42741319,40.8478175,-73.9075305
42741332,40.8447059,-73.91136
42741344,40.8432601,-73.9119239
42741378,40.8363918,-73.9158742
42741401,40.8309205,-73.9204601
42741414,40.8261234,-73.9231288
42741417,40.8254412,-73.9235389
42741420,40.8235052,-73.9245299
42741423,40.8212418,-73.9258146
42741432,40.8200594,-73.9266916
42741436,40.8185852,-73.9273791
42741440,40.8165532,-73.928292
42741445,40.8148964,-73.9289216
42741467,40.8130615,-73.9298812
42741476,40.850178,-73.865221
42741478,40.850611,-73.86304
42741482,40.850806,-73.862119
42741487,40.850896,-73.861745
42741492,40.851172,-73.861133
42741500,40.85126,-73.860937
42741507,40.851627,-73.860121
42741511,40.851989,-73.859319
42741513,40.852352,-73.858512
42741517,40.852717,-73.857704
42741519,40.85308,-73.856895
42741523,40.853443,-73.856086
42741527,40.853808,-73.855278
42741534,40.8542,-73.854408
42741540,40.854592,-73.853537
42741545,40.854963,-73.852739
42741552,40.855321,-73.85192
42741557,40.855683,-73.851118
42741567,40.8562086,-73.8503632
42741572,40.856347,-73.850096
42741588,40.8054787,-73.852287
42741595,40.8826658,-73.8925038
42741596,40.8848889,-73.8908106
42741605,40.885192,-73.8385713
42741647,40.842759,-73.924788
42741652,40.843453,-73.924694
42741663,40.881968,-73.884692
42741665,40.883268,-73.883194
42741693,40.812673,-73.862847
42741696,40.812799,-73.861915
42741698,40.812922,-73.86099
42741700,40.813048,-73.860063
42741704,40.813296,-73.858213
42741712,40.813423,-73.857278
42741718,40.813555,-73.856291
42741726,40.8954771,-73.8771153
42741729,40.895623,-73.875724
42741732,40.895726,-73.874806
42741735,40.896241,-73.87241
42741738,40.89664,-73.870487
42741742,40.896591,-73.870069
42741744,40.896083,-73.866917
42741753,40.89575,-73.864917
42741759,40.895377,-73.863559
42741775,40.8946649,-73.8613318
42741778,40.8943221,-73.8602597
42741781,40.8933766,-73.8573397
42741785,40.892853,-73.855664
42741790,40.892479,-73.854492
42741794,40.892132,-73.853403
42741800,40.8913118,-73.8507104
42741804,40.890648,-73.848742
42741809,40.890222,-73.847414
42741813,40.889877,-73.846325
42741819,40.889741,-73.845906
42741822,40.889551,-73.845232
42741825,40.889176,-73.844158
42741828,40.888822,-73.843046
42741833,40.8885608,-73.8410681
42741837,40.8886947,-73.840166
42741849,40.888712,-73.8392404
42741852,40.8886507,-73.8382394
42741855,40.8887479,-73.8373242
42741871,40.8892448,-73.8322102
42741873,40.889196,-73.8312947
42741884,40.8888764,-73.8286069
42741897,40.8872775,-73.8244109
42741923,40.872857,-73.863046
42741926,40.8326188,-73.8575189
42741927,40.8335802,-73.8577441
42741930,40.834315,-73.857906
42741933,40.8350274,-73.858067
42741939,40.816088,-73.85362
42741941,40.816815,-73.853787
42741944,40.817467,-73.853949
42741947,40.818212,-73.8541391
42741955,40.8203,-73.854637
42741959,40.821029,-73.854808
42741963,40.82168,-73.854967
42741969,40.823912,-73.855486
42741973,40.824633,-73.855646
42741976,40.826064,-73.855972
42741990,40.82677,-73.856151
42741994,40.827508,-73.856328
42741999,40.828225,-73.856491
42742008,40.828945,-73.856656
42742014,40.829665,-73.856822
42742024,40.8303626,-73.856988
42742029,40.8311106,-73.857159
42742041,40.832046,-73.857376
42742049,40.807665,-73.851668
42742055,40.810861,-73.852456
42742070,40.80983,-73.8564318
42742072,40.8113176,-73.856796
42742078,40.81553,-73.85778
42742081,40.8176459,-73.858274
42742095,40.824074,-73.859784
42742098,40.825533,-73.860117
42742103,40.806118,-73.85571
42742104,40.806561,-73.855716
42742114,40.8071182,-73.8558118
42742116,40.8076001,-73.855924
42742117,40.808799,-73.8561857
42742136,40.844915,-73.849433
42742139,40.846383,-73.850577
42742143,40.848239,-73.852026
42742153,40.849547,-73.853046
42742160,40.851509,-73.854573
42742166,40.8546686,-73.8570427
42742178,40.8568922,-73.8581445
42742186,40.8597132,-73.8262528
42742188,40.8594915,-73.8273925
42742195,40.8609271,-73.8225706
42742204,40.831017,-73.8522776
42742206,40.8312144,-73.8508763
42742209,40.831629,-73.8478126
42742217,40.8320121,-73.8447572
42742223,40.8307958,-73.8539331
42742228,40.830859,-73.8534274
42742234,40.858573,-73.851233
42742239,40.8610455,-73.8511519
42742260,40.867591,-73.850944
42742263,40.869407,-73.850885
42742273,40.871151,-73.850829
42742280,40.876787,-73.874448
42742285,40.876436,-73.87363
42742294,40.876352,-73.873692
42742296,40.876027,-73.87292
42742306,40.897017,-73.872565
42742310,40.897694,-73.872697
42742315,40.899053,-73.872945
42742330,40.896232,-73.858203
42742342,40.900851,-73.854878
42742346,40.902838,-73.853277
42742350,40.906106,-73.850784
42742359,40.829053,-73.824703
42742363,40.829674,-73.823438
42742368,40.850832,-73.889332
42742369,40.851224,-73.890499
42742370,40.851514,-73.891313
42742384,40.8253217,-73.9082017
42742386,40.825214,-73.907781
42742392,40.829702,-73.919313
42742395,40.828759,-73.917797
42742402,40.828067,-73.916088
42742409,40.827898,-73.915656
42742410,40.827763,-73.915288
42742412,40.827556,-73.91476
42742419,40.823214,-73.898888
42742426,40.830681,-73.924261
42742441,40.833409,-73.913001
42742443,40.833117,-73.912145
42742448,40.832829,-73.911285
42742451,40.832572,-73.910515
42742454,40.832281,-73.909621
42742456,40.832007,-73.90875
42742463,40.831768,-73.908024
42742468,40.831059,-73.90584
42742473,40.830625,-73.904506
42742476,40.8303464,-73.9034999
42742479,40.8296209,-73.9022021
42742485,40.829446,-73.901533
42742493,40.829151,-73.900428
42742498,40.828853,-73.899321
42742513,40.8371376,-73.9204692
42742517,40.835412,-73.915385
42742527,40.874879,-73.853017
42742529,40.875602,-73.852621
42742535,40.876245,-73.852265
42742543,40.8624064,-73.8919084
42742547,40.8626844,-73.8916331
42742561,40.862885,-73.892233
42742562,40.847165,-73.836069
42742564,40.847109,-73.835164
42742569,40.847375,-73.834241
42742575,40.8470596,-73.8324316
42742578,40.8470132,-73.8322363
42742587,40.847662,-73.830527
42742590,40.847978,-73.829686
42742591,40.848295,-73.828846
42742600,40.862065,-73.894825
42742605,40.8619239,-73.8936171
42742609,40.8618489,-73.8928469
42742613,40.861883,-73.8918371
42742618,40.861701,-73.89138
42742642,40.859256,-73.886734
42742646,40.8588467,-73.8859412
42742650,40.8584388,-73.8851131
42742656,40.857958,-73.8825033
42742661,40.8578008,-73.8816437
42742681,40.8568183,-73.8807341
42742684,40.8573616,-73.8818908
42742687,40.857677,-73.8827568
42742734,40.8624287,-73.8940482
42742739,40.862258,-73.895884
42742744,40.8623184,-73.8983755
42742756,40.858289,-73.910208
42742762,40.8587794,-73.9108934
42742765,40.8596194,-73.9132597
42742774,40.891516,-73.836459
42742785,40.871516,-73.870562
42742786,40.871483,-73.869351
42742790,40.871462,-73.8682725
42742793,40.8714403,-73.8671459
42742795,40.871423,-73.866145
42742799,40.871407,-73.865209
42742805,40.871389,-73.864266
42742808,40.871375,-73.863332
42742811,40.871357,-73.862392
42742817,40.871319,-73.860367
42742820,40.871301,-73.859427
42742823,40.871284,-73.858488
42742829,40.871267,-73.857548
42742833,40.87125,-73.856614
42742836,40.871233,-73.85603
42742840,40.871222,-73.855572
42742841,40.871209,-73.854569
42742843,40.871195,-73.853642
42742846,40.871177,-73.852704
42742851,40.871159,-73.851767
42742857,40.8712665,-73.8498915
42742860,40.871566,-73.848914
42742866,40.871948,-73.847762
42742867,40.872218,-73.846891
42742871,40.87249,-73.846022
42742875,40.872762,-73.845152
42742884,40.87307,-73.84423
42742903,40.873498,-73.842471
42742914,40.8741057,-73.8408707
42742916,40.8743718,-73.840021
42742920,40.8746249,-73.8392056
42742923,40.874878,-73.8383645
42742927,40.8751311,-73.8375233
42742930,40.8753907,-73.8366908
42742935,40.8393436,-73.8436046
42742937,40.840032,-73.844533
42742944,40.841179,-73.846088
42742952,40.841736,-73.846842
42742955,40.841896,-73.847057
42742956,40.842485,-73.847857
42742960,40.8429512,-73.8484468
42742974,40.870348,-73.904397
42742994,40.876641,-73.901379
42742996,40.877307,-73.900612
42743006,40.8366871,-73.8378666
42743010,40.85095,-73.828867
42743020,40.8183207,-73.9263581
42743036,40.832317,-73.931602
42743072,40.8526014,-73.9193152
42743075,40.852844,-73.918615
42743079,40.8530886,-73.9181817
42743082,40.854841,-73.9168168
42743103,40.860633,-73.9109461
42743109,40.863024,-73.9090685
42743114,40.8655424,-73.9084821
42743132,40.8693566,-73.9046517
42743136,40.8700359,-73.9041043
42743181,40.8706051,-73.9026359
42743184,40.872502,-73.902146
42743195,40.875677,-73.90068
42743198,40.8763027,-73.8999065
42743199,40.876608,-73.89958
42743205,40.8786629,-73.897872
42743238,40.8812508,-73.8965868
42743242,40.8818352,-73.8964382
42743302,40.8829359,-73.8928329
42743308,40.8824294,-73.8915549
42743312,40.8825884,-73.8903731
42743315,40.8828329,-73.8885813
42743345,40.8676782,-73.8985391
42743349,40.8678846,-73.8993856
42743353,40.868283,-73.901062
42743357,40.868696,-73.902358
42743369,40.8731484,-73.9057278
42743386,40.8397437,-73.7836691
42743396,40.839179,-73.7853978
42743399,40.8395292,-73.7835853
42743405,40.856751,-73.906052
42743410,40.857051,-73.906906
42743421,40.812384,-73.924683
42743425,40.811035,-73.921486
42743428,40.809575,-73.918049
42743431,40.80879,-73.916184
42743438,40.808007,-73.914332
42743443,40.807609,-73.913396
42743447,40.8072558,-73.9125431
42743451,40.8069763,-73.9116586
42743458,40.8067069,-73.9107993
42743464,40.806326,-73.909586
42743468,40.806178,-73.9091543
42743481,40.8059544,-73.9089512
42743491,40.8046153,-73.9066576
42743495,40.803931,-73.90547
42743502,40.8150602,-73.927422
42743504,40.8146846,-73.9265341
42743507,40.814439,-73.9259548
42743519,40.805561,-73.914495
42743521,40.806274,-73.9141
42743528,40.806942,-73.913746
42743537,40.809351,-73.9124822
42743550,40.8016836,-73.9173215
42743555,40.8023492,-73.9168457
42743563,40.836709,-73.868184
42743571,40.839995,-73.868308
42743581,40.8126019,-73.8628308
42743585,40.814782,-73.863329
42743589,40.816892,-73.863824
42743591,40.818999,-73.864314
42743598,40.82768,-73.866346
42743601,40.8298086,-73.8668384
42743604,40.831624,-73.867258
42743607,40.832817,-73.867539
42743610,40.83482,-73.868006
42743616,40.835213,-73.868102
42743623,40.848406,-73.835933
42743625,40.848357,-73.835036
42743632,40.806118,-73.889146
42743634,40.806272,-73.88817
42743639,40.806419,-73.887243
42743643,40.806691,-73.885397
42743647,40.806831,-73.884475
42743652,40.8069618,-73.8835306
42743656,40.8070998,-73.8826215
42743660,40.8072399,-73.8816991
42743662,40.8073765,-73.8807994
42743682,40.874475,-73.900301
42743691,40.8685579,-73.899657
42743701,40.869654,-73.8989044
42743706,40.8716726,-73.8978227
42743708,40.873742,-73.898433
42743712,40.874157,-73.899435
42743722,40.844322,-73.851152
42743725,40.844597,-73.850271
42743728,40.845289,-73.84863
42743732,40.845839,-73.847723
42743739,40.845989,-73.847885
42743742,40.846489,-73.84721
42743748,40.847068,-73.84657
42743751,40.8502892,-73.8448053
42743756,40.843143,-73.855741
42743758,40.843444,-73.854729
42743760,40.843639,-73.854014
42743765,40.843927,-73.853029
42743769,40.844264,-73.85221
42743784,40.8182272,-73.8700091
42743803,40.8290433,-73.8725276
42743805,40.8300278,-73.8727564
42743808,40.832022,-73.87322
42743813,40.834277,-73.873633
42743821,40.840617,-73.852235
42743833,40.829211,-73.894269
42743836,40.829869,-73.89546
42743841,40.8320463,-73.8958719
42743846,40.811352,-73.80648
42743861,40.8105309,-73.9304788
42743865,40.812038,-73.928542
42743872,40.8135925,-73.9272946
42743891,40.9046686,-73.910721
42743899,40.9055531,-73.9111852
42743903,40.8794275,-73.8427227
42743904,40.878852,-73.8426031
42743908,40.8607479,-73.8352367
42743911,40.8578443,-73.8353264
42743913,40.875731,-73.840715
42743919,40.8672323,-73.83651
42743921,40.869083,-73.837389
42743923,40.870839,-73.838235
42743925,40.872682,-73.839122
42743927,40.891932,-73.848071
42743928,40.894207,-73.848938
42743929,40.8957195,-73.8495139
42743931,40.8989061,-73.8506235
42743934,40.8287381,-73.9147216
42743936,40.82998,-73.913988
42743938,40.8312304,-73.913257
42743942,40.834722,-73.9112
42743968,40.853817,-73.908501
42743978,40.85396,-73.90943
42743984,40.854822,-73.911196
42743990,40.853759,-73.912273
42743993,40.853811,-73.913848
42743997,40.853943,-73.914675
42744007,40.8542266,-73.9155305
42744012,40.854582,-73.91619
42744020,40.8792809,-73.8654382
42744022,40.879829,-73.865241
42744030,40.8815031,-73.8642801
42744041,40.8667043,-73.8381659
42744044,40.8669766,-73.8373204
42744049,40.8674921,-73.8356632
42744052,40.8677746,-73.8348285
42744056,40.8681026,-73.8338063
42744060,40.8682547,-73.833142
42744086,40.822208,-73.916922
42744088,40.82167,-73.915181
42744090,40.821169,-73.913553
42744092,40.820861,-73.91257
42744103,40.8270741,-73.9306843
42744112,40.825724,-73.927153
42744118,40.8202621,-73.9118911
42744128,40.8199515,-73.9103555
42744136,40.8661245,-73.8827239
42744365,40.9033712,-73.9115712
42744395,40.8978151,-73.9113681
42744469,40.8539196,-73.89863
42744491,40.8660031,-73.8338059
42744500,40.8654078,-73.869127
42744513,40.8654216,-73.8683694
42744518,40.8654402,-73.8673476
42744523,40.8654585,-73.8663423
42744526,40.8654757,-73.8654002
42744529,40.8654914,-73.8644611
42744531,40.8655092,-73.86352
42744532,40.865527,-73.862577
42744533,40.865531,-73.862371
42744536,40.86553,-73.860551
42744537,40.865512,-73.859613
42744538,40.865495,-73.858673
42744542,40.8654779,-73.8577294
42744549,40.86546,-73.856793
42744552,40.86544,-73.855781
42744555,40.865424,-73.854768
42744557,40.865405,-73.853828
42744561,40.865388,-73.852891
42744564,40.865371,-73.851955
42744568,40.8653561,-73.8510172
42744577,40.8652733,-73.850077
42744584,40.865322,-73.849525
42744588,40.865318,-73.849102
42744594,40.865283,-73.847185
42744599,40.865266,-73.846247
42744602,40.865248,-73.845305
42744605,40.86523,-73.844366
42744608,40.865211,-73.843354
42744612,40.86518,-73.841686
42744615,40.865162,-73.840747
42744617,40.865145,-73.839803
42744619,40.865127,-73.838864
42744621,40.86511,-73.837927
42744624,40.8650818,-73.8369852
42744640,40.8599793,-73.8254288
42744642,40.8609336,-73.8259524
42744660,40.8819423,-73.8369669
42744668,40.8830825,-73.8376617
42744682,40.846693,-73.882456
42744685,40.846067,-73.881506
42744694,40.8490814,-73.9172851
42744697,40.84944,-73.918409
42744706,40.849804,-73.920319
42744747,40.848433,-73.912978
42744749,40.848609,-73.913968
42744753,40.8490145,-73.9161377
42744763,40.8272868,-73.8142119
42744766,40.829096,-73.815747
42744768,40.830942,-73.817316
42744773,40.83376,-73.819212
42744776,40.835133,-73.819775
42744780,40.8362423,-73.8202287
42744785,40.837059,-73.820407
42744799,40.8581786,-73.8709694
42744801,40.858909,-73.8708793
42744805,40.8614066,-73.8706007
42744811,40.8666284,-73.870433
42744815,40.8679486,-73.8704751
42744819,40.869674,-73.870537
42744834,40.852424,-73.868722
42744838,40.853686,-73.869167
42744841,40.854266,-73.869377
42744845,40.8554354,-73.8697952
42744858,40.8422531,-73.8440591
42744860,40.842906,-73.842837
42744864,40.8454969,-73.8342038
42744866,40.845384,-73.832684
42744868,40.845307,-73.831132
42744875,40.845952,-73.829414
42744879,40.846269,-73.82857
42744883,40.846587,-73.827729
42744891,40.845827,-73.836199
42744893,40.845675,-73.835261
42744918,40.809347,-73.891906
42744920,40.81123,-73.892395
42744924,40.860427,-73.857462
42744926,40.86041,-73.855945
42744932,40.84422,-73.855436
42744934,40.844323,-73.85514
42744936,40.844565,-73.854615
42744943,40.844929,-73.853807
42744947,40.845293,-73.852998
42744950,40.845656,-73.852191
42744953,40.846018,-73.851384
42744960,40.846747,-73.84977
42744967,40.847062,-73.849073
42744971,40.847531,-73.848026
42744974,40.847896,-73.847216
42744988,40.8435563,-73.8569506
42744991,40.843771,-73.856186
42744994,40.8440046,-73.855318
42744998,40.84408,-73.855024
42745018,40.851543,-73.918326
42745021,40.852386,-73.918625
42745036,40.8066004,-73.8520379
42745040,40.806762,-73.8523529
42745047,40.807439,-73.853563
42745053,40.8155304,-73.8040324
42745078,40.814088,-73.807493
42745080,40.814489,-73.806527
42745087,40.843599,-73.90586
42745090,40.844642,-73.905767
42745101,40.845076,-73.905731
42745108,40.847488,-73.905522
42745117,40.8612616,-73.8627139
42745120,40.865373,-73.862583
42745128,40.867805,-73.862504
42745132,40.8687369,-73.8624666
42745133,40.869622,-73.862447
42745146,40.8446871,-73.8611842
42745149,40.84541,-73.861443
42745153,40.84614,-73.861707
42745160,40.848362,-73.862509
42745163,40.849238,-73.862789
42745168,40.852324,-73.863
42745174,40.854409,-73.862934
42745176,40.8567659,-73.862859
42745190,40.8384913,-73.9219633
42745194,40.8389074,-73.9216828
42745197,40.8403092,-73.9214283
42745204,40.8417849,-73.9224641
42745224,40.867742,-73.859546
42745228,40.869567,-73.859484
42745234,40.873082,-73.859375
42745238,40.8742629,-73.8593066
42745258,40.846783,-73.855258
42745261,40.848093,-73.856279
42745264,40.850051,-73.857808
42745268,40.8530811,-73.8601608
42745269,40.853621,-73.860583
42745283,40.8612062,-73.85975
42745291,40.853214,-73.84918
42745294,40.853951,-73.848011
42745303,40.838928,-73.87623
42745305,40.839568,-73.875822
42745308,40.839902,-73.875613
42745314,40.840855,-73.875007
42745318,40.841521,-73.874591
42745340,40.843362,-73.845173
42745344,40.843941,-73.84571
42745347,40.84449,-73.846235
42745350,40.845,-73.846793
42745353,40.845306,-73.847109
42745365,40.848993,-73.850345
42745367,40.850304,-73.851368
42745371,40.852264,-73.852897
42745374,40.855433,-73.855351
42745376,40.8569425,-73.8561134
42745387,40.8581195,-73.8566411
42745394,40.8611654,-73.857566
42745405,40.862278,-73.85771
42745410,40.864252,-73.858712
42745416,40.866448,-73.860519
42745421,40.866727,-73.860764
42745429,40.867794,-73.861694
42745434,40.868854,-73.863412
42745436,40.8687667,-73.8643569
42745438,40.869135,-73.865281
42745453,40.869506,-73.866209
42745457,40.8697,-73.8665611
42745466,40.848423,-73.919241
42745481,40.8525908,-73.9215459
42745496,40.8737351,-73.8260957
42745501,40.838018,-73.829689
42745504,40.839235,-73.830256
42745507,40.840973,-73.83075
42745512,40.841713,-73.830922
42745515,40.842161,-73.831014
42745518,40.843745,-73.831084
42745529,40.880363,-73.850946
42745540,40.871165,-73.845303
42745546,40.876452,-73.848166
42745552,40.87919,-73.849941
42745562,40.858446,-73.844588
42745566,40.8609212,-73.844504
42745570,40.867466,-73.844292
42745579,40.8698513,-73.8445763
42745593,40.861382,-73.869436
42745596,40.861363,-73.868496
42745599,40.8613456,-73.8674705
42745603,40.861338,-73.866798
42745606,40.8613143,-73.865532
42745610,40.8612968,-73.8645939
42745615,40.8612792,-73.8636539
42745627,40.8611881,-73.8587781
42745635,40.8611535,-73.85693
42745640,40.8611346,-73.855918
42745644,40.8611157,-73.854907
42745653,40.8610981,-73.853967
42745658,40.8610806,-73.8530298
42745662,40.861063,-73.852091
42745668,40.8610279,-73.8502119
42745671,40.8610096,-73.849231
42745678,40.8609739,-73.847321
42745682,40.8609563,-73.846383
42745688,40.8609388,-73.845444
42745695,40.8608968,-73.843198
42745697,40.8608711,-73.841823
42745700,40.8608535,-73.840884
42745703,40.8608359,-73.8399421
42745708,40.8608182,-73.8389973
42745712,40.8608006,-73.8380533
42745717,40.8607826,-73.8370922
42745721,40.8607657,-73.8361882
42745725,40.8607305,-73.8343037
42745728,40.8606804,-73.8333767
42745734,40.8610087,-73.8309682
42745753,40.814529,-73.865218
42745758,40.814906,-73.862404
42745761,40.815029,-73.861482
42745764,40.815155,-73.860554
42745769,40.815405,-73.858703
42745775,40.815662,-73.856783
42745785,40.815942,-73.854718
42745792,40.816498,-73.850599
42745797,40.816634,-73.849574
42745801,40.816765,-73.848588
42745804,40.816905,-73.847539
42745809,40.817049,-73.846478
42745812,40.817181,-73.845496
42745817,40.8173167,-73.844475
42745822,40.8173989,-73.8438915
42745831,40.8170922,-73.8441167
42745838,40.8599664,-73.8263901
42745848,40.875875,-73.849884
42745854,40.878476,-73.851384
42745863,40.858683,-73.847397
42745870,40.8675783,-73.8471573
42745878,40.869845,-73.847035
42745883,40.903221,-73.847478
42745889,40.8146312,-73.9202969
42745890,40.814144,-73.919201
42745895,40.812301,-73.914098
42745909,40.8167643,-73.9262096
42745916,40.8155714,-73.921534
42745920,40.846156,-73.914579
42745925,40.846454,-73.914388
42745939,40.8501483,-73.9115972
42745946,40.8519826,-73.9101704
42745951,40.856106,-73.906451
42745956,40.857399,-73.90566
42745959,40.858047,-73.905264
42745963,40.8586792,-73.9048523
42745967,40.859342,-73.904475
42745973,40.860918,-73.903514
42745983,40.864183,-73.901182
42746065,40.815157,-73.9177226
42746069,40.815699,-73.916771
42746080,40.8164026,-73.9157647
42746083,40.817129,-73.914853
42746087,40.818168,-73.913645
42746090,40.818732,-73.9127612
42746095,40.845915,-73.859012
42746101,40.8433213,-73.8930025
42746117,40.854367,-73.868701
42746124,40.854505,-73.8676924
42746128,40.854477,-73.866694
42746132,40.85446,-73.865753
42746137,40.854443,-73.864814
42746142,40.854425,-73.863873
42746147,40.854392,-73.861996
42746149,40.854381,-73.861055
42746157,40.8536095,-73.8594942
42746162,40.853944,-73.858663
42746164,40.8543023,-73.8578787
42746178,40.855832,-73.854507
42746183,40.85595,-73.853538
42746189,40.856045,-73.852532
42746194,40.856137,-73.851452
42746203,40.853281,-73.83377
42746205,40.853105,-73.830905
42746214,40.8653025,-73.8900582
42746218,40.864754,-73.888896
42746222,40.864255,-73.888122
42746230,40.8456161,-73.7900625
42746234,40.8459992,-73.7883899
42746237,40.8464964,-73.7861872
42746255,40.8691448,-73.8958327
42746277,40.8844663,-73.9074751
42746283,40.8873676,-73.9053419
42746286,40.888588,-73.904833
42746293,40.8897394,-73.9043752
42746298,40.8901659,-73.9043933
42746308,40.8930381,-73.9025046
42746312,40.833636,-73.92614
42746315,40.8339183,-73.9270109
42746320,40.83417,-73.927783
42746326,40.834505,-73.930355
42746334,40.842076,-73.834713
42746337,40.842118,-73.832902
42746343,40.842177,-73.830034
42746347,40.842299,-73.829077
42746351,40.843167,-73.82811
42746354,40.843728,-73.827531
42746371,40.824324,-73.852421
42746376,40.824735,-73.849361
42746380,40.825145,-73.846303
42746384,40.8255238,-73.8432569
42746390,40.8766941,-73.8283558
42746420,40.8532086,-73.827145
42746423,40.8546947,-73.8280173
42746448,40.8778772,-73.8659281
42746452,40.877525,-73.864424
42746455,40.877491,-73.863475
42746459,40.8775467,-73.8616198
42746467,40.875483,-73.857577
42746470,40.874738,-73.855246
42746472,40.873953,-73.85278
42746479,40.882154,-73.878126
42746482,40.881994,-73.87717
42746486,40.881832,-73.876258
42746487,40.881672,-73.875337
42746505,40.880134,-73.873073
42746538,40.8231455,-73.890422
42746541,40.825102,-73.890555
42746544,40.825307,-73.890663
42746551,40.826788,-73.890905
42746555,40.82863,-73.890878
42746557,40.83209,-73.889791
42746558,40.833738,-73.888802
42746560,40.835391,-73.88782
42746563,40.837065,-73.886819
42746566,40.838393,-73.886056
42746573,40.845168,-73.907531
42746578,40.84512,-73.90662
42746581,40.8450392,-73.9048282
42746583,40.8450821,-73.9039016
42746590,40.8445103,-73.9012476
42746596,40.817703,-73.81545
42746597,40.819492,-73.815972
42746601,40.820747,-73.816593
42746607,40.8221038,-73.8172933
42746609,40.822866,-73.817528
42746610,40.8252,-73.818503
42746612,40.826992,-73.820037
42746617,40.828836,-73.821611
42746622,40.832063,-73.824351
42746626,40.833426,-73.825509
42746629,40.834021,-73.826013
42746634,40.8343561,-73.8262472
42746639,40.897228,-73.870594
42746643,40.897908,-73.87072
42746650,40.899265,-73.870977
42746654,40.899947,-73.871098
42746662,40.872657,-73.844078
42746674,40.84471,-73.818421
42746678,40.848311,-73.818202
42746688,40.8579177,-73.8646676
42746694,40.863947,-73.864509
42746699,40.867839,-73.864385
42746704,40.869656,-73.864326
